Date,Returns,Volatility
2023-01-01,0.0,0.010000000000000002
2023-01-02,0.004967141530112328,0.00948683298050514
2023-01-03,-0.0013116903323772899,0.009190606590319091
2023-01-04,0.005952650546742362,0.008817360872234876
2023-01-05,0.013429103863137625,0.008702878090272096
2023-01-06,-0.0020378082746429927,0.009414146413775613
2023-01-07,-0.002204199593595463,0.009017548914002282
2023-01-08,0.014240628809457164,0.008691306019119315
2023-01-09,0.006670010080767877,0.0095242107884726
2023-01-10,-0.00447137301143322,0.009328310477378032
2023-01-11,0.005061168539189636,0.009034003473024901
2023-01-12,-0.004186517046328971,0.008823384707622641
2023-01-13,-0.004109312785536666,0.008604323718740918
2023-01-14,0.0020819217122760585,0.00842117298732472
2023-01-15,-0.01611206391349428,0.008195508732687843
2023-01-16,-0.014136579159529547,0.009470636254513349
2023-01-17,-0.005325220659890291,0.010086557781800818
2023-01-18,-0.010215979618459223,0.009707044648920573
2023-01-19,0.003050412888306517,0.009788666743197843
2023-01-20,-0.008888345070077444,0.009358680418008974
2023-01-21,-0.013217298993968188,0.009379135735323202
2023-01-22,0.013746518744024605,0.009891625194218018
2023-01-23,-0.0022332945421499537,0.010352394744419905
2023-01-24,0.0006990786313113743,0.009810016412149064
2023-01-25,-0.013976803089933622,0.009329416310712199
2023-01-26,-0.005078773069455185,0.0099581880590971
2023-01-27,0.0011045880083329154,0.009587064260000428
2023-01-28,-0.011034649389595395,0.009146116791683636
2023-01-29,0.0034361779541936172,0.009439147769201609
2023-01-30,-0.005669517350043265,0.00908067951093681
2023-01-31,-0.0026487774572161366,0.008898389461162184
2023-02-01,-0.005354219776973666,0.008605037489970825
2023-02-02,0.015938923219554507,0.008491413492761751
2023-02-03,-0.00011461051625452978,0.009648223143352896
2023-02-04,-0.010205031063729608,0.009190858578837342
2023-02-05,0.007559893961882603,0.009380392904037603
2023-02-06,-0.011451993111127544,0.009279472856729852
2023-02-07,0.0019381440606056446,0.009591752072523567
2023-02-08,-0.018796669972186354,0.009163896905605946
2023-02-09,-0.012171360023569314,0.01060721855160855
2023-02-10,0.0020881501532035536,0.01071562731731582
2023-02-11,0.007913132657523608,0.010114137241955758
2023-02-12,0.0017332423148734269,0.009904462860996036
2023-02-13,-0.0011454341178523102,0.009422267271951409
2023-02-14,-0.0028370794964145754,0.00900857915362369
2023-02-15,-0.013319382380598212,0.008702212402635336
2023-02-16,-0.006264237198257649,0.009398052737696422
2023-02-17,-0.004329107462507746,0.009196889853424475
2023-02-18,0.009722236676142238,0.008918539315550035
2023-02-19,0.0030645732250583796,0.009115067932665224
2023-02-20,-0.01607023078414797,0.008798109549150657
2023-02-21,0.0028513262658589954,0.009886891172490092
2023-02-22,-0.003807266598930434,0.00943469659251254
2023-02-23,-0.006386553689683401,0.009091772529586699
2023-02-24,0.0055612216798829415,0.008955839937544592
2023-02-25,0.009233466699158642,0.008789674274216024
2023-02-26,0.008185648905084485,0.008962833804433683
2023-02-27,-0.007521767186412974,0.008998132953254825
2023-02-28,-0.00278233406870103,0.008968322890943447
2023-03-01,0.0029708774147890566,0.008667109706699323
2023-03-02,0.008455156640605425,0.008424823072073364
2023-03-03,-0.004036958174542168,0.008598318580880168
2023-03-04,-0.0015963550287556962,0.008412762273174466
2023-03-05,-0.009307333130811368,0.008177682446129922
2023-03-06,-0.009782197911688835,0.008494835910868618
2023-03-07,0.0069022735345822895,0.008791980966790784
2023-03-08,0.011924036517594465,0.008752330058387232
2023-03-09,-0.000630256351615675,0.009246669121800105
2023-03-10,0.009279336659648758,0.008856660442024208
2023-03-11,0.003202887477450257,0.009020141696922687
2023-03-12,-0.005819071598022213,0.008724460659855795
2023-03-13,0.0031529817429029215,0.00861853412539441
2023-03-14,0.013255620634191405,0.008391509623636162
2023-03-15,-0.0003006345519679238,0.009159972426302536
2023-03-16,0.014332092744245491,0.00878254598586776
2023-03-17,-0.0230080318479201,0.009604549934175519
2023-03-18,0.00789400364429575,0.011693368056379109
2023-03-19,0.001017873407137684,0.011208006716413643
2023-03-20,-0.0033512763922784908,0.010516612490314287
2023-03-21,0.0009650125286342016,0.009980100999633817
2023-03-22,-0.019836138511449473,0.009474970062662765
2023-03-23,-0.002081384560869038,0.011007601248920012
2023-03-24,0.003930952788177737,0.010361807003279048
2023-03-25,0.01531365286290704,0.009871113132815895
2023-03-26,-0.005115903957948361,0.01055470965897416
2023-03-27,-0.008533415239675546,0.01008656354359051
2023-03-28,-0.00506100430355954,0.00993342483035856
2023-03-29,0.009093078125744591,0.009565548575192748
2023-03-30,0.0031446847085982296,0.009563899968924136
2023-03-31,-0.005066573596344826,0.009174064000437255
2023-04-01,0.004708748280722077,0.008938555645517508
2023-04-02,0.0008677330767779309,0.008725563171482438
2023-04-03,0.008451973055634733,0.008425180009761096
2023-04-04,-0.005914923692326399,0.008598285376214257
2023-04-05,-0.0028173326434305624,0.008523088721658386
2023-04-06,-0.003341972577630992,0.008301094470500998
2023-04-07,-0.012148775843435084,0.008139005688504558
2023-04-08,0.0024101246195101303,0.00881782321933315
2023-04-09,0.0023019392405571634,0.008531358340269475
2023-04-10,4.362473097426506e-05,0.008291993278506087
2023-04-11,-0.0019451949331707292,0.008062624407495823
2023-04-12,-0.011411602690511145,0.007898297804076599
2023-04-13,-0.0033223820290927274,0.008539845089819434
2023-04-14,-0.002926728881170974,0.008333485798944778
2023-04-15,-0.006685766229874558,0.00814948848967587
2023-04-16,-0.0013143960507713225,0.008221999581776971
2023-04-17,0.0033221059757457616,0.008015845893979055
2023-04-18,0.015119375511499611,0.007906115805389222
2023-04-19,0.0013802324053000833,0.009103015175663151
2023-04-20,0.002344485115247298,0.008745422367155685
2023-04-21,-0.0006510609768848268,0.008469686590985476
2023-04-22,-0.016251390833387197,0.008211629606794108
2023-04-23,-0.00021772212462964075,0.009505548855341927
2023-04-24,0.0005725212031619278,0.009071334385049925
2023-04-25,0.02234489287369079,0.008709997937607005
2023-04-26,-0.001675463606519671,0.010982744420779643
2023-04-27,0.0033118173916154114,0.010333308174994603
2023-04-28,-0.00035868741366372074,0.009824389025026893
2023-04-29,-0.011481547686579297,0.00933958036734666
2023-04-30,0.010673485521800339,0.009641825702553494
2023-05-01,0.007250007241158336,0.00978591700461153
2023-05-02,0.00774097298175952,0.00958475861963153
2023-05-03,-0.008716259245928653,0.009459722221487998
2023-05-04,0.013270044515339162,0.009443854781305923
2023-05-05,-0.013238877862029671,0.009947789837357043
2023-05-06,0.005837931033687218,0.010329259742263876
2023-05-07,0.022625785112894436,0.009937959012490009
2023-05-08,-0.009843909399531258,0.01184073640719329
2023-05-09,-0.006705382144218443,0.011482712491320338
2023-05-10,0.0011442679746689812,0.010953463557097348
2023-05-11,-0.005514802229247537,0.010301146831159774
2023-05-12,-0.015973611689122234,0.00989607018934596
2023-05-13,0.0006785040110708052,0.010670585325719283
2023-05-14,-0.011335402419142873,0.010056597323352888
2023-05-15,0.0047627283702859555,0.010186130500815597
2023-05-16,-0.009365375235517967,0.009760848416845193
2023-05-17,0.015128674783429346,0.009746299543083455
2023-05-18,-0.0076338212052152795,0.010434556238627693
2023-05-19,-0.003360569003145826,0.010145515942375071
2023-05-20,0.008253551898220591,0.009668223073144301
2023-05-21,-0.011900270784056755,0.00957035745452206
2023-05-22,0.0021768728807437304,0.009870918798128585
2023-05-23,0.012902699985083994,0.009403292396245603
